Date,total_trades,total_volume,win_rate,avg_closedPnL,avg_size,avg_execution_price,timestamp,value,classification,sentiment_num
2024-01-30,49,401011.34982,0.10204081632653061,-3.5439630816326537,1.8660799999999997,27371.991836734695,1706592600,61,Greed,1.0
2024-01-31,859,6305647.3764390005,0.2689173457508731,-0.93113017112922,49.809440104772996,28200.90456028405,1706679000,60,Greed,1.0
2024-02-01,6,2008.1847710000002,0.0,0.0,7497.666666666667,0.07612616666666668,1706765400,63,Greed,1.0
2024-02-02,42,474278.433764,0.30952380952380953,10.867225547619048,1003.3270671428572,15601.771341142858,1706851800,63,Greed,1.0
2024-02-03,56,603819.98881,0.10714285714285714,3.9876640535714283,172.52263482142857,29939.640223214286,1706938200,60,Greed,1.0
2024-02-04,35,203187.53669,0.2571428571428571,1.360682714285714,597.2897454285715,12108.636457142857,1707024600,60,Greed,1.0
2024-02-05,72,770198.24871,0.19444444444444445,-0.4646415833333337,413.078175,15958.2223625,1707111000,60,Greed,1.0
2024-02-06,1088,8047153.469136,0.1645220588235294,-0.19817638511029412,50970.19511461397,22118.307961134193,1707197400,64,Greed,1.0
2024-02-07,15,6758.70464,0.13333333333333333,16.082808,884.1266666666667,3.98582,1707283800,62,Greed,1.0
2024-02-08,10,26051.1241,0.4,77.07560240000001,560995.31,10.0228845,1707370200,66,Greed,1.0
2024-02-11,34,212311.821349,0.20588235294117646,28.924799294117648,781.1343832352941,17890.449081970586,1707629400,71,Greed,1.0
2024-02-12,16,227247.68179,0.375,57.11761168749999,63.597461875,28717.7418125,1707715800,70,Greed,1.0
2024-02-13,14,1999.9932,1.0,39.960277857142856,2368.4285714285716,0.06054285714285714,1707802200,79,Extreme Greed,1.0
2024-02-14,111,320839.927319,0.7477477477477478,34.509908405405405,1449.0061737837837,5443.060992846847,1707888600,74,Greed,1.0
2024-02-15,63,185188.107677,0.9047619047619048,29.219010746031746,771.4092903174603,2750.1658545873015,1707975000,72,Greed,1.0
2024-02-16,182,564896.535928,0.8021978021978022,30.174554032967034,67960.78650631868,696.7813038571429,1708061400,72,Greed,1.0
2024-02-17,94,406118.06327,0.648936170212766,20.52810425531915,2364.6820122340428,3403.646719574468,1708147800,76,Extreme Greed,1.0
2024-02-18,97,157048.21183000001,0.6288659793814433,4.923967319587628,1774.6742268041237,3.395497731958763,1708234200,72,Greed,1.0
2024-02-19,101,286377.1492,0.7623762376237624,42.750183792079206,2693.6039687128714,2068.0068288118814,1708320600,75,Extreme Greed,1.0
2024-02-20,39,119419.723704,0.7948717948717948,83.68279035897436,1789.2820620512819,2681.8062438974357,1708407000,72,Greed,1.0
2024-02-21,22,108047.53806,0.6818181818181818,84.49084409090909,7780.979090909092,27.589205454545457,1708493400,78,Extreme Greed,1.0
2024-02-22,88,373033.916586,0.45454545454545453,44.25119397727272,1930.925004772727,1175.5737064772727,1708579800,74,Greed,1.0
2024-02-23,143,111106.02652999999,0.958041958041958,9.91995055944056,304.66713580419577,725.5068307692308,1708666200,76,Extreme Greed,1.0
2024-02-25,5,4480.1295,0.0,-6.1541,1580.0,0.5663259999999999,1708839000,74,Greed,1.0
2024-02-26,39,192187.18292999998,0.8717948717948718,113.25249487179488,1725.5384615384614,5.614911538461539,1708925400,72,Greed,1.0
2024-02-27,63,209362.29179000002,0.4126984126984127,14.103360841269842,1861.823492063492,36.161129396825395,1709011800,79,Extreme Greed,1.0
2024-02-28,45,171107.101114,0.8666666666666667,55.63882744444444,197876.56888888887,1.2982939111111111,1709098200,82,Extreme Greed,1.0
2024-02-29,116,395666.685727,0.8620689655172413,84.60342234482759,65112.63086206896,11.306912146551724,1709184600,80,Extreme Greed,1.0
2024-03-01,137,472974.663145,0.9343065693430657,60.176944591240876,189669.1678832117,2.725657408759124,1709271000,80,Extreme Greed,1.0
2024-03-02,31,63197.542455,0.6774193548387096,7.448406451612905,21023.645161290322,0.8005309032258064,1709357400,80,Extreme Greed,1.0
2024-03-03,79,390745.677042,0.6835443037974683,105.83653474683545,617403.642278481,3.0333498607594938,1709443800,83,Extreme Greed,1.0
2024-03-04,300,1577996.746285,0.8866666666666667,92.66591914,122975.3317346,419.88134141,1709530200,82,Extreme Greed,1.0
2024-03-05,180,841810.2949559999,0.9055555555555556,109.95014467222222,249929.40555555557,0.3816785944444444,1709616600,90,Extreme Greed,1.0
2024-03-06,82,327217.990646,0.8780487804878049,83.10762364634145,133599.34146341463,1.7171503902439025,1709703000,75,Extreme Greed,1.0
2024-03-08,67,183583.229574,0.8805970149253731,63.7594960597015,51466.72835820895,2.9131835970149256,1709875800,81,Extreme Greed,1.0
2024-03-09,117,658178.765539,0.8290598290598291,85.03847541880343,153711.76666666666,15.9975568974359,1709962200,84,Extreme Greed,1.0
2024-03-10,42,219973.8624,0.6904761904761905,59.117314285714286,762.8590476190477,34.630716666666665,1710048600,79,Extreme Greed,1.0
2024-03-11,42,176519.42601,0.9285714285714286,85.43284511904761,3318.3571428571427,2.647672619047619,1710135000,82,Extreme Greed,1.0
2024-03-12,8,103040.842,0.875,379.89575,1425.5,9.235375,1710221400,81,Extreme Greed,1.0
2024-03-13,7,6000.8022599999995,0.0,0.0,0.21608571428571427,3979.957142857143,1710307800,81,Extreme Greed,1.0
2024-03-14,18,205933.17923,0.8888888888888888,192.5481017777778,31332.350700000003,252.0171572222222,1710394200,88,Extreme Greed,1.0
2024-03-15,62,351894.414518,0.6612903225806451,100.58892985483871,189124.04668870967,502.81406972580646,1710480600,83,Extreme Greed,1.0
2024-03-16,8,37223.66167,0.125,28.57248,139044.303025,2750.4022475,1710567000,81,Extreme Greed,1.0
2024-03-17,23,99506.94409,0.43478260869565216,21.882345869565217,24.919056521739133,2191.606,1710653400,79,Extreme Greed,1.0
2024-03-18,19,90458.06317,0.3157894736842105,76.68198421052631,1047.3854368421053,2238.5484684210523,1710739800,77,Extreme Greed,1.0
2024-03-19,24,219884.87557,0.20833333333333334,27.86658220833333,7344.295204166666,575.3537,1710826200,79,Extreme Greed,1.0
2024-03-20,69,215705.92522,0.8695652173913043,93.08890723188406,2866.2952347826085,193.64368536231885,1710912600,74,Greed,1.0
2024-03-21,28,117895.56306,0.8214285714285714,83.41100267857142,5736.172092857143,124.34982285714285,1710999000,78,Extreme Greed,1.0
2024-03-24,19,92592.22297,0.7894736842105263,68.26413036842105,538.7263157894737,8.960757894736842,1711258200,74,Greed,1.0
2024-03-25,7,57116.32732,0.8571428571428571,186.13091828571427,2.279657142857143,3582.2999999999997,1711344600,75,Extreme Greed,1.0
2024-03-26,118,198565.2084,0.9322033898305084,27.253445703389833,283.4343694915254,219.49172627118645,1711431000,81,Extreme Greed,1.0
2024-03-27,38,99864.78379,0.3157894736842105,3.9581878947368416,361.11549368421055,13627.738306315789,1711517400,83,Extreme Greed,1.0
2024-03-28,13,35323.735136,0.6923076923076923,17.527000615384615,30659.364969230766,803.983042,1711603800,80,Extreme Greed,1.0
2024-03-29,15,86914.38673,0.4,58.873160266666666,1.6297,3541.54,1711690200,79,Extreme Greed,1.0
2024-03-30,45,101103.90474,0.9777777777777777,24.45722533333333,11507.333333333334,0.19727666666666666,1711776600,75,Extreme Greed,1.0
2024-03-31,13,39912.93963000001,0.7692307692307693,70.21431884615384,0.8463384615384617,3627.730769230769,1711863000,75,Extreme Greed,1.0
2024-04-01,77,339470.500845,0.5454545454545454,32.57095332467532,124200.39438181819,1332.2278167402596,1711949400,79,Extreme Greed,1.0
2024-04-02,41,239664.47561000002,0.2926829268292683,21.555141756097562,145.3196317073171,3060.7089024390243,1712035800,79,Extreme Greed,1.0
2024-04-03,4,16887.5616,0.25,31.6971,577.5,8.3283,1712122200,71,Greed,1.0
2024-04-04,32,95987.71009,0.0,0.0,0.8838843749999999,3401.434375,1712208600,70,Greed,1.0
2024-04-05,100,503791.831726,0.9,107.06484306,2085.152373,330.28005890000003,1712295000,79,Extreme Greed,1.0
2024-04-06,16,68223.66744,0.25,14.770945874999999,1.28005,3328.08125,1712381400,75,Extreme Greed,1.0
2024-04-07,23,49988.1611,0.0,0.0,0.6396869565217391,3398.0043478260873,1712467800,78,Extreme Greed,1.0
2024-04-08,30,211940.64508,0.03333333333333333,40.614223333333335,383.06829999999997,3295.5374166666666,1712554200,76,Extreme Greed,1.0
2024-04-09,3,57063.83727,0.0,0.0,5.4326333333333325,3501.3000000000006,1712640600,80,Extreme Greed,1.0
2024-04-10,41,351735.94638,0.8780487804878049,127.01081497560976,2.5000170731707314,3433.4707317073166,1712727000,78,Extreme Greed,1.0
2024-04-11,16,76400.96631999999,0.125,24.35894775,1.34810625,3521.2125,1712813400,76,Extreme Greed,1.0
2024-04-12,129,442088.595023,0.5503875968992248,-4.594153790697676,169926.00820387597,555.2924815968992,1712899800,79,Extreme Greed,1.0
2024-04-13,89,486411.283626,0.6853932584269663,74.3983343258427,87261.12585393258,658.6612459887641,1712986200,72,Greed,1.0
2024-04-14,107,659162.167688,0.308411214953271,-337.4206777570094,1122.766446728972,1787.6264255140186,1713072600,72,Greed,1.0
2024-04-15,41,291111.17707,0.8536585365853658,92.05094439024391,6401.461214634147,230.87443634146342,1713159000,74,Greed,1.0
2024-04-16,47,181907.20026,0.9148936170212766,52.504302574468085,5090.914893617021,0.8237938510638297,1713245400,65,Greed,1.0
2024-04-17,14,97562.9796,0.9285714285714286,174.39059999999998,1365.2857142857142,4.993378571428572,1713331800,67,Greed,1.0
2024-04-19,35,337257.91968,0.7714285714285715,55.61272748571429,3.1411685714285715,3065.0228571428574,1713504600,66,Greed,1.0
2024-04-20,22,60733.23488,0.0,0.0,16537.492177272725,285.09828863636363,1713591000,66,Greed,1.0
2024-04-22,9,47993.62418,0.0,0.0,1.6651222222222222,3202.222222222222,1713763800,73,Greed,1.0
2024-04-23,66,233054.85759,0.5303030303030303,16.962669636363636,2848.0353075757575,2616.430871212121,1713850200,71,Greed,1.0
2024-04-24,20,141275.21555,0.3,13.95929535,2.1910350000000003,3230.17,1713936600,72,Greed,1.0
2024-04-25,74,120240.99586000001,0.0,0.0,5251.9349054054055,251.67034283783786,1714023000,72,Greed,1.0
2024-04-26,3,4988.28521,0.0,0.0,13684.0,0.12152,1714109400,70,Greed,1.0
2024-04-27,27,154264.46749,0.7037037037037037,158.57363477777778,1.754911111111111,3258.651851851852,1714195800,67,Greed,1.0
2024-04-28,58,43985.63142,0.0,0.0,2363.3308793103447,451.9867443103448,1714282200,65,Greed,1.0
2024-04-29,45,108699.00198,0.37777777777777777,11.709640799999999,725.2259133333334,2245.884760888889,1714368600,67,Greed,1.0
2024-04-30,24,125018.74591,0.0,0.0,1.7244541666666666,3023.15,1714455000,67,Greed,1.0
2024-05-01,14,87025.4638,0.0,0.0,2.1303571428571426,2916.8142857142857,1714541400,54,Neutral,0.5
2024-05-03,36,282682.63886,0.4722222222222222,147.3893623611111,1181.3186777777778,1960.4601549999998,1714714200,48,Neutral,0.5
2024-05-04,9,58998.751001000004,0.0,0.0,64436.475877777775,2089.1695403333333,1714800600,67,Greed,1.0
2024-05-05,6,24068.344540000002,0.16666666666666666,0.15266666666666667,2.6048,2099.545833333333,1714887000,69,Greed,1.0
2024-05-06,9,206016.42648,0.4444444444444444,107.62115333333333,7.342155555555554,3109.866666666667,1714973400,71,Greed,1.0
2024-05-07,18,108717.587358,0.5,49.08542738888889,34437.05664444444,1715.215231,1715059800,68,Greed,1.0
2024-05-08,13,65973.57249,0.07692307692307693,0.12044307692307693,18.452576923076922,2312.7117384615385,1715146200,64,Greed,1.0
2024-05-09,28,221966.12848999997,0.39285714285714285,40.985566285714285,1238.2285142857143,2667.6832657142854,1715232600,55,Greed,1.0
2024-05-10,22,156881.99536,0.2727272727272727,95.53371340909092,2.4248045454545455,2946.254545454545,1715319000,66,Greed,1.0
2024-05-11,9,63248.936779999996,1.0,27.956082444444444,2.4046444444444446,2922.511111111111,1715405400,53,Neutral,0.5
2024-05-12,23,55179.539282,0.0,0.0,1501.9313304347825,1272.34931,1715491800,56,Greed,1.0
2024-05-13,28,193118.89158999998,0.35714285714285715,76.31620925,1121.0985035714286,2635.7705885714286,1715578200,57,Greed,1.0
2024-05-14,23,145853.40901,0.17391304347826086,50.02275239130436,2.1784826086956524,2912.1304347826085,1715664600,66,Greed,1.0
2024-05-15,36,234922.58374,0.4722222222222222,26.360293944444447,2.225477777777778,2930.625,1715751000,64,Greed,1.0
2024-05-16,27,162620.95312999998,0.18518518518518517,7.94777037037037,981.2678481481481,2656.364285925926,1715837400,70,Greed,1.0
2024-05-18,25,126303.14745,0.64,140.89578644000002,1.617028,3123.796,1716010200,73,Greed,1.0
2024-05-19,8,29998.084300000002,0.0,0.0,1.2177,3079.425,1716096600,72,Greed,1.0
2024-05-20,10,38124.759653,0.0,-7.4818442,64.07617,2156.14175,1716183000,70,Greed,1.0
2024-05-21,125,1100948.58418,0.112,58.31518057599999,136.59607808,14134.35288,1716269400,76,Extreme Greed,1.0
2024-05-22,6,44995.28661,0.0,0.0,2.00875,3733.3333333333335,1716355800,76,Extreme Greed,1.0
2024-05-23,325,401850.593567,0.4461538461538462,1.2718379353846154,9031.387665846154,1108.603136243077,1716442200,76,Extreme Greed,1.0
2024-05-24,2,50811.902200000004,1.0,410.974639,6.6079,3844.4,1716528600,74,Greed,1.0
2024-05-25,16,29991.122934000003,0.3125,0.8828774374999999,535.853875,469.7218425,1716615000,76,Extreme Greed,1.0
2024-05-26,16,53976.68183,0.25,48.66774375,353.725125,496.56757500000003,1716701400,75,Extreme Greed,1.0
2024-05-27,251,151115.724461,0.35856573705179284,4.499425776892431,5623.539922709163,33.197340745019915,1716787800,74,Greed,1.0
2024-05-29,164,84268.709095,0.4146341463414634,1.6938533719512194,1379.9740946341462,4235.211447786585,1716960600,72,Greed,1.0
2024-05-30,7,2838.085376,0.7142857142857143,2.9930618571428576,80.75368285714286,20348.618645714287,1717047000,73,Greed,1.0
2024-05-31,13,3636.149459,0.3076923076923077,1.9506246153846154,6684.907692307693,2.152072923076923,1717133400,73,Greed,1.0
2024-06-01,25,12834.623744,0.36,3.66041676,19997.52,1.1308718,1717219800,72,Greed,1.0
2024-06-02,93,29464.546476,0.3655913978494624,2.074268247311828,336.43548387096774,1.0599227956989248,1717306200,73,Greed,1.0
2024-06-03,70,21466.868433,0.6285714285714286,8.040117257142859,274.2757142857143,1.3030562857142858,1717392600,73,Greed,1.0
2024-06-04,53,24243.41788,0.4716981132075472,0.9851214716981133,46.85543735849057,13394.864554716982,1717479000,73,Greed,1.0
2024-06-05,54,25350.75432,0.2962962962962963,1.038064925925926,45.408776296296296,2682.9926944444446,1717565400,75,Extreme Greed,1.0
2024-06-06,234,137557.83376,0.42735042735042733,1.1716802863247862,303.81933333333336,30.647596965811967,1717651800,78,Extreme Greed,1.0
2024-06-07,440,1098588.8932400001,0.4,20.23288049090909,620.1389904545455,1232.3513694545454,1717738200,77,Extreme Greed,1.0
2024-06-08,29,97351.86465,0.27586206896551724,4.453063413793104,83.62974137931036,10513.408993103449,1717824600,72,Greed,1.0
2024-06-09,17,22410.216839999997,0.0,0.0,28.215747058823528,1091.865705882353,1717911000,75,Extreme Greed,1.0
2024-06-10,53,46587.90546,0.33962264150943394,0.589939716981132,101.1045641509434,280.7776811320755,1717997400,72,Greed,1.0
2024-06-11,123,373279.909833,0.13821138211382114,35.12708789430894,116.58544845528455,8924.726208861788,1718083800,74,Greed,1.0
2024-06-12,254,193407.9471,0.08267716535433071,-86.16744682283463,146.0846942519685,1364.4425952755905,1718170200,72,Greed,1.0
2024-06-13,79,132577.23353,0.24050632911392406,83.95895082278481,115.23933291139241,180.8725936708861,1718256600,70,Greed,1.0
2024-06-14,31,139868.6321,0.4838709677419355,330.9223422258064,386.9703,1759.0960645161292,1718343000,74,Greed,1.0
2024-06-15,78,718350.23447,0.48717948717948717,43.20459417948718,245.2563435897436,2138.914496153846,1718429400,74,Greed,1.0
2024-06-16,11,25235.095559999998,0.0,0.0,557.4181818181819,4.114990909090909,1718515800,71,Greed,1.0
2024-06-17,38,368380.12568,0.6578947368421053,278.9342730263158,662.0523657894737,1595.9607578947368,1718602200,71,Greed,1.0
2024-06-18,25,263314.82219000004,0.16,11.3030544,77.29624,2787.8253600000003,1718688600,74,Greed,1.0
2024-06-19,61,417071.12466,0.5081967213114754,80.12552367213115,329.7654672131148,1563.7263098360656,1718775000,64,Greed,1.0
2024-06-20,39,207990.784464,0.20512820512820512,1473.8065647692308,1327.9179025641024,374.05558,1718861400,60,Greed,1.0
2024-06-21,80,176264.47105999998,0.0375,9.66947755,99.80123999999999,877.39821875,1718947800,63,Greed,1.0
2024-06-22,24,169594.28022,0.3333333333333333,31.536523541666668,14.12735,1765.2402375,1719034200,53,Neutral,0.5
2024-06-23,5,1792.12,0.0,0.0,115.6,3.09,1719120600,55,Greed,1.0
2024-06-24,31,403002.78763000004,0.0,0.0,13.232345161290322,2708.8659548387095,1719207000,51,Neutral,0.5
2024-06-25,49,103099.07311,0.22448979591836735,99.3745531632653,648.8816326530613,3.248285714285714,1719293400,30,Fear,0.0
2024-06-26,72,365190.66183,0.2916666666666667,58.30183586111111,5.924615277777778,1472.1298,1719379800,46,Neutral,0.5
2024-06-27,30,130486.9624,0.0,0.0,107.67178666666668,1362.6499733333333,1719466200,40,Fear,0.0
2024-06-29,75,280095.11999100004,0.32,82.0043486,16421.784850666667,767.398007192,1719639000,30,Fear,0.0
2024-06-30,14,30520.698599999996,0.0,0.0,19875.41964285714,724.8069907142857,1719725400,47,Neutral,0.5
2024-07-01,64,362670.14177832,0.40625,79.1537391875,19175.58593125,1312.7375605675,1719811800,53,Neutral,0.5
2024-07-02,18,33347.468420000005,0.7222222222222222,134.514062,634.4611111111112,3.4119444444444444,1719898200,51,Neutral,0.5
2024-07-03,18,179600.65518,0.2222222222222222,62.132626888888886,14.254511111111112,2039.0916666666667,1719984600,50,Neutral,0.5
2024-07-04,25,430567.99370999995,0.0,0.0,12.119603999999999,2795.886,1720071000,44,Fear,0.0
2024-07-05,32,272289.87738,0.0,0.0,167.33809374999998,1837.889625,1720157400,29,Fear,0.0
2024-07-06,24,2490.18429332,0.2916666666666667,4.53634075,40982.375,1.10232597125,1720243800,26,Fear,0.0
2024-07-07,10,498.75,1.0,6.1428942,12.5,3.9900000000000007,1720330200,29,Fear,0.0
2024-07-08,1,497.64,0.0,0.0,156.0,3.19,1720416600,28,Fear,0.0
2024-07-09,15,2736.4455,1.0,43.265627466666665,40.0,4.546446666666666,1720503000,27,Fear,0.0
2024-07-10,56,687900.18475,0.6785714285714286,213.88812333928573,120.96079107142857,2410.4582857142855,1720589400,28,Fear,0.0
2024-07-11,19,169887.01205999998,0.47368421052631576,98.77958326315789,2.832973684210526,3151.1421052631576,1720675800,29,Fear,0.0
2024-07-12,19,89582.96714000001,0.47368421052631576,74.33235021052631,337.2799052631579,1621.380905263158,1720762200,25,Fear,0.0
2024-07-13,17,139189.19196,1.0,171.38928452941175,7.054270588235294,2416.179635294118,1720848600,25,Fear,0.0
2024-07-14,7,84001.12074,0.0,0.0,3.752614285714286,3194.1857142857143,1720935000,33,Fear,0.0
2024-07-15,26,198344.85125,0.0,-0.038461538461538464,9.609565384615385,2752.5296153846157,1721021400,52,Neutral,0.5
2024-07-16,22,144000.54916,0.0,0.0,1.8975636363636363,3446.881818181818,1721107800,65,Greed,1.0
2024-07-17,351,626005.51014,0.4131054131054131,5.297064037037037,424.18365754985757,92.99230740740741,1721194200,69,Greed,1.0
2024-07-18,60,649704.82814,0.8,63.398071849999994,48.61117333333333,2995.8028266666665,1721280600,61,Greed,1.0
2024-07-19,23,150269.43056,0.5217391304347826,93.73439626086956,34.80573913043478,8050.626695652173,1721367000,60,Greed,1.0
2024-07-20,266,244362.21072,0.12406015037593984,8.643494609022557,123.62358834586466,124.94923650375941,1721453400,74,Greed,1.0
2024-07-21,448,234307.40842,0.046875,-6.608743051339286,133.27398504464287,27.973419642857145,1721539800,74,Greed,1.0
2024-07-22,154,304213.71142,0.14285714285714285,9.851427766233765,123.62008246753246,481.8778051948052,1721626200,70,Greed,1.0
2024-07-23,370,358526.5282,0.8891891891891892,242.9467627189189,176.92951027027027,23.578924594594596,1721712600,71,Greed,1.0
2024-07-24,90,69207.92880726614,0.2,6.9506831,1216.9060311638889,115.88352861011111,1721799000,69,Greed,1.0
2024-07-25,78,528555.3094460242,0.1282051282051282,11.753054615384617,5105.072443333333,2688.136446210769,1721885400,68,Greed,1.0
2024-07-26,152,548587.650090869,0.40131578947368424,18.200744164473683,1771.2445236644737,826.2452972302632,1721971800,68,Greed,1.0
2024-07-27,57,905199.782580988,0.7368421052631579,112.2916430877193,36.697863684210525,2922.802513681579,1722058200,72,Greed,1.0
2024-07-28,16,43254.660500000005,0.75,36.706189375,307.10018125,607.7397125,1722144600,71,Greed,1.0
2024-07-29,39,327199.14641000004,0.41025641025641024,8.482165487179486,129.66869794871795,48349.08078974359,1722231000,74,Greed,1.0
2024-07-30,6,36006.47697,0.0,0.0,1.8210166666666667,3295.4833333333336,1722317400,67,Greed,1.0
2024-07-31,43,84506.534086,0.32558139534883723,17.806764744186047,1036.8645976744185,256.78039232558143,1722403800,61,Greed,1.0
2024-08-01,57,227774.51260871076,0.07017543859649122,2.9312283684210527,5137.320734096491,18740.473002526316,1722490200,52,Neutral,0.5
2024-08-02,63,396320.3565008986,0.2698412698412698,12.418542714285714,1084.6567308063493,14406.321016984128,1722576600,57,Greed,1.0
2024-08-03,37,290532.88809492247,0.02702702702702703,12.545667567567568,1943.726457837838,2718.8256902127027,1722663000,37,Fear,0.0
2024-08-04,127,1207744.076719446,0.023622047244094488,-965.9212667952756,1787.7930654385825,11138.705859755904,1722749400,34,Fear,0.0
2024-08-05,80,420495.37342,0.4125,-162.6708146125,5276.784429,14847.670722625,1722835800,26,Fear,0.0
2024-08-06,107,61478.393769969996,0.12149532710280374,2.4982995140186914,2856.466975981308,1056.048024274299,1722922200,17,Extreme Fear,0.0
2024-08-07,33,2492.769600670129,0.30303030303030304,5.720886515151515,885.1798336400001,1.594288883939394,1723008600,29,Fear,0.0
2024-08-08,9,16299.355026344874,0.0,-4.5235796666666666,1616.2060597999998,520.3884688888888,1723095000,20,Extreme Fear,0.0
2024-08-09,144,503204.82161845063,0.2986111111111111,125.56993941666666,585.9188250000001,4675.996384345139,1723181400,48,Neutral,0.5
